Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
14	5	3015549	3015630	81	0	52.517143	1.048122	0	34.857143	25.64827	0.017857	5	60	13.803571	31.528584	0.321429	0	27	100	54.176144	35	135	20.428571	28.815941	12	20	-79.571429	41.390757	-116	-19	5.927711	6.9331	0.445783	32.923077	25.613145	0.019231	5	60	14.865385	32.494964	0.346154	0	27	105.673077	51.844307	35	135	20.807692	29.886739	12	20	-84.865385	37.832981	-116	-21	5.927711	6.9331	0.445783	32.923077	25.613145	0.019231	5	60	14.865385	32.494964	0.346154	0	27	105.673077	51.844307	35	135	20.807692	29.886739	12	20	-84.865385	37.832981	-116	-21	0	0	0	21	0.256098	0.195122	1	0	5.927711	6.9331	0.445783	32.923077	25.613145	0.019231	5	60	14.865385	32.494964	0.346154	0	27	105.673077	51.844307	35	135	20.807692	29.886739	12	20	-84.865385	37.832981	-116	-21	35.988604	2.985658	0.002849	29.285714	24.691547	0	5	60	6.238095	10.091797	0.309524	0	27	122.952381	41.595586	100	137	22.261905	33.175115	12	21	-100.690476	20.4659	-118	-80
15	6	23743260	23745945	2685	2	28.651429	0.4772	0	60	0	0	60	60	844	1041.284702	0.583333	0	2575	0.666667	2.014134	0	3	4.375	1.49645	3	5	3.708333	1.867509	1	5	28	0	0.997143	60	0	0	60	60	861.957447	1045.002371	0.595745	0	2575	0.680851	2.033485	0	3	4.382979	1.511596	3	5	3.702128	1.887198	1	5	28	0	0.999628	60	0	0	60	60	861.957447	1045.002371	0.595745	0	2575	0.680851	2.033485	0	3	4.382979	1.511596	3	5	3.702128	1.887198	1	5	0	49	0.018243	29	0.010797	0.394639	0.962398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.531429	0.841533	0	59.897959	0.714286	0	60	60	740.163265	1311.252079	0.387755	0	3035	1.693878	3.595159	0	3	5.244898	1.507352	3	6	3.55102	3.458451	2	6
16	6	157699904	157703269	3365	2	8.508571	0.618424	0.002857	55.181818	15.980101	0	60	60	477.909091	781.891739	0.454545	0	1016	0.909091	1.044466	0	2	1.636364	1.911687	0	4	0.727273	1.55505	-1	3	9.051282	1.109797	0	55.923077	14.699555	0	60	60	505.538462	765.546713	0.461538	0	1315	1	1	0	2	2.615385	1.850156	0	4	1.615385	1.850156	-1	4	10.345708	1.848511	0.036828	52.65	18.091216	0	7	60	349.2	652.366994	0.35	0	1016	1.2	1.056309	0	2	2	1.91943	0	4	0.8	2.19089	-2	3	0	0	0	5	0.001485	0.458111	0.4694	0.050208	7.205128	1.786642	0.350427	52.166667	18.472748	0	19	60	442.583333	781.049348	0.416667	0	1315	1.583333	1.083625	0	3	2.5	1.930615	0	4	0.916667	2.503028	-2	4	5	0	1	40	26.068286	0	5	60	531.1	832.686876	0.5	0	1315	1.6	0.966092	0	2	2	2.108185	0	4	0.4	1.897367	-2	2
17	7	21587707	21587827	120	1	29.031429	0.678474	0	60	0	0	60	60	261.533333	636.962665	0.266667	0	931	0.533333	0.786245	0	2	6.333333	7.537784	0	17	5.8	7.114646	0	15	20.368852	1.791628	0	60	0	0	60	60	273.697674	649.332644	0.27907	0	931	0.511628	0.767559	0	2	6.27907	7.709998	0	17	5.767442	7.273033	0	15	20.368852	1.791628	0	60	0	0	60	60	273.697674	649.332644	0.27907	0	931	0.511628	0.767559	0	2	6.27907	7.709998	0	17	5.767442	7.273033	0	15	1	0	0	1	0.008264	0.413223	1	0	20.368852	1.791628	0	60	0	0	60	60	273.697674	649.332644	0.27907	0	931	0.511628	0.767559	0	2	6.27907	7.709998	0	17	5.767442	7.273033	0	15	32.435897	1.200366	0	59.434783	3.833491	0	60	60	408.543478	813.275892	0.304348	0	1676	1.130435	1.499758	0	3	12.5	8.120618	0	20	11.369565	7.519925	0	19
18	7	126045887	126051447	5560	2	17.108571	0.507464	0	60	0	0	60	60	546.955556	928.660887	0.355556	0	1814	0.111111	0.317821	0	1	0.422222	0.941201	0	2	0.311111	0.820815	0	2	16	0	0.988571	60	0	0	60	60	572.395349	942.639863	0.372093	0	1814	0.116279	0.324353	0	1	0.44186	0.958727	0	2	0.325581	0.837255	0	2	16	0	0.999281	60	0	0	60	60	572.395349	942.639863	0.372093	0	1814	0.116279	0.324353	0	1	0.44186	0.958727	0	2	0.325581	0.837255	0	2	0	31	0.005575	34	0.006114	0.35677	0.585866	0.017083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.937143	0.243053	0	60	0	0	60	60	329.869565	526.09047	0.630435	0	778	0.021739	0.147442	0	0	0.065217	0.249637	0	0	0.043478	0.294884	0	0
19	8	11245559	11247207	1648	2	32.494286	2.222243	0	60	0	0	60	60	575.491228	787.998281	0.491228	0	1863	1.596491	2.226943	0	3	0.245614	0.808011	0	0	-1.350877	1.807635	-3	0	29	0	0.988571	60	0	0	60	60	656.06	809.759536	0.56	0	1863	1.64	2.362634	0	3	0.22	0.763718	0	0	-1.42	1.917588	-4	0	29	0	0.997574	60	0	0	60	60	656.06	809.759536	0.56	0	1863	1.64	2.362634	0	3	0.22	0.763718	0	0	-1.42	1.917588	-4	0	0	25	0.015161	7	0.004245	0.533657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.625714	0.741656	0	59.557692	3.189526	0	60	60	512.769231	928.81771	0.403846	0	1737	0.653846	4.575659	0	0	0	0	0	0	-0.653846	4.575659	0	0
20	8	84959373	84959555	182	1	2.377143	0.485365	1	60	0	0	60	60	193.6	273.476324	0.4	0	579	1.6	2.073644	0	5	2.8	4.086563	0	9	1.2	2.683282	-2	4	2	0	1	60	0	0	60	60	242	290.003448	0.5	0	579	1.75	2.362908	0	5	2.25	4.5	0	9	0.5	2.516611	-2	4	2	0	1	60	0	0	60	60	242	290.003448	0.5	0	579	1.75	2.362908	0	5	2.25	4.5	0	9	0.5	2.516611	-2	4	0	24	0.131148	27	0.147541	0.26776	0	0.404372	2	0	1	60	0	0	60	60	242	290.003448	0.5	0	579	1.75	2.362908	0	5	2.25	4.5	0	9	0.5	2.516611	-2	4	2	0	1	60	0	0	60	60	537.5	621.07246	0.5	0	1103	0	0	0	0	0	0	0	0	0	0	0	0
21	9	469391	469570	179	1	6	0	0	60	0	0	60	60	364.5	417.024979	0.6	0	816	1.3	2.110819	0	4	2	2.108185	0	4	0.7	3.831159	-5	4	6	0	0.666667	60	0	0	60	60	364.5	417.024979	0.6	0	816	1.3	2.110819	0	4	2	2.108185	0	4	0.7	3.831159	-5	4	6	0	0.666667	60	0	0	60	60	364.5	417.024979	0.6	0	816	1.3	2.110819	0	4	2	2.108185	0	4	0.7	3.831159	-5	4	0	24	0.133333	0	0	0.483333	0	0	6	0	0.666667	60	0	0	60	60	364.5	417.024979	0.6	0	816	1.3	2.110819	0	4	2	2.108185	0	4	0.7	3.831159	-5	4	4	0	1	60	0	0	60	60	404.2	615.85258	0.4	0	1307	16.9	18.113531	0	36	0.1	0.316228	0	0	-16.8	18.066544	-36	0
22	9	105162486	105162668	182	1	36.84	1.178898	0	60	0	0	60	60	588.098039	1065.999067	0.333333	0	1450	0.882353	1.883051	0	2	1.823529	3.083543	0	3	0.941176	3.828377	-2	3	17.255435	3.346146	0	51.272727	21.348479	0.145455	0	60	545.327273	1037.273171	0.309091	0	1450	0.8	1.829795	0	2	1.618182	3.015337	0	3	0.818182	3.677212	-2	3	17.255435	3.346146	0	51.272727	21.348479	0.145455	0	60	545.327273	1037.273171	0.309091	0	1450	0.8	1.829795	0	2	1.618182	3.015337	0	3	0.818182	3.677212	-2	3	1	0	0	5	0.027322	0.295082	0.726776	0	17.255435	3.346146	0	51.272727	21.348479	0.145455	0	60	545.327273	1037.273171	0.309091	0	1450	0.8	1.829795	0	2	1.618182	3.015337	0	3	0.818182	3.677212	-2	3	28.062678	0.660349	0	51.272727	21.348479	0.145455	0	60	415.054545	1053.585526	0.218182	0	1436	5.2	5.100472	0	14	0.581818	2.991908	0	0	-4.618182	6.296651	-14	0
23	9	140783383	140785280	1897	2	2.997143	0.053452	1	50	24.494897	0.166667	0	60	354.333333	867.935866	0.166667	0	2126	10	24.494897	0	60	6.5	7.120393	0	13	-3.5	22.241852	-47	13	3.538462	0.532463	1	48	25.298221	0.2	0	60	313	710.8838	0.2	0	1004	7	18.885621	0	10	4	6.218253	0	13	-3	16.792856	-47	13	5.4792	0.986187	0.253291	35.294118	30.437979	0.411765	0	60	184.117647	556.304984	0.117647	0	1004	4.117647	14.602578	0	10	2.529412	5.051208	0	13	-1.588235	12.73312	-9	13	0	0	0	18	0.009484	0.633298	0.027397	0	6	0	0	30	31.333978	0.5	0	60	260.833333	654.459087	0.166667	0	1004	0.833333	2.886751	0	0	0.333333	0.887625	0	1	-0.5	2.812311	0	0	7.994302	0.106752	0	34.285714	30.813155	0.428571	0	60	398.785714	706.274971	0.285714	0	1522	1.142857	2.797173	0	4	0.428571	0.851631	0	1	-0.714286	2.672612	-3	0
24	10	4290063	4291682	1619	2	25.417143	0.806665	0	60	0	0	60	60	895.833333	1426.183649	0.520833	0	3597	1.020833	0.785225	0	1	4.708333	3.313148	0	9	3.6875	3.129518	-1	8	25	0	0.994286	60	0	0	60	60	934.782609	1444.708135	0.543478	0	3597	1.021739	0.802472	0	1	4.630435	3.322373	0	9	3.608696	3.130341	-1	8	25	0	0.998765	60	0	0	60	60	934.782609	1444.708135	0.543478	0	3597	1.021739	0.802472	0	1	4.630435	3.322373	0	9	3.608696	3.130341	-1	8	0	24	0.014815	3	0.001852	0.44321	0.228395	0.017284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.645714	0.718301	0	59.8125	1.299038	0	60	60	1141.8125	1685.218726	0.4375	0	3956	0.3125	0.829156	0	1	13.604167	6.163515	0	17	13.291667	6.073866	0	17
25	10	9438233	9438400	167	1	24.814286	1.050213	0	60	0	0	60	60	343.45	463.14305	0.6	0	1210	42.1	29.587593	0	63	0.85	0.83359	0	1	-41.25	29.104366	-62	0	12.354839	1.959397	0.630952	60	0	0	60	60	447.666667	692.0265	0.5	0	1391	19.902778	29.255147	0	62	1.638889	4.193575	0	1	-18.263889	29.958184	-61	1	12.354839	1.959397	0.630952	60	0	0	60	60	447.666667	692.0265	0.5	0	1391	19.902778	29.255147	0	62	1.638889	4.193575	0	1	-18.263889	29.958184	-61	1	0	5	0.029762	9	0.053571	0.470238	0	0	12.354839	1.959397	0.630952	60	0	0	60	60	447.666667	692.0265	0.5	0	1391	19.902778	29.255147	0	62	1.638889	4.193575	0	1	-18.263889	29.958184	-61	1	12	0	0	60	0	0	60	60	513.722222	859.343391	0.333333	0	2256	0	0	0	0	2.555556	5.803666	0	15	2.555556	5.803666	0	15
