Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Insert	L_Insert_sd	L_Insert_10_percentile	L_Insert_90_percentile	L_Dis_unmap	L_Dis_map	L_Dis_all	L_Dis_unmap_ratio	L_Dis_map_ratio	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Insert	LM_Insert_sd	LM_Insert_10_percentile	LM_Insert_90_percentile	LM_Dis_unmap	LM_Dis_map	LM_Dis_all	LM_Dis_unmap_ratio	LM_Dis_map_ratio	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Insert	M_Insert_sd	M_Insert_10_percentile	M_Insert_90_percentile	M_Dis_unmap	M_Dis_map	M_Dis_all	M_Dis_unmap_ratio	M_Dis_map_ratio	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Insert	RM_Insert_sd	RM_Insert_10_percentile	RM_Insert_90_percentile	RM_Dis_unmap	RM_Dis_map	RM_Dis_all	RM_Dis_unmap_ratio	RM_Dis_map_ratio	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Insert	R_Insert_sd	R_Insert_10_percentile	R_Insert_90_percentile	R_Dis_unmap	R_Dis_map	R_Dis_all	R_Dis_unmap_ratio	R_Dis_map_ratio	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
691	4	58087345	58087744	399	1	asm	218.308571	35.656217	0	369.351225	159.040189	226	695	4	54	857	0.004667	0.063011	52.500546	13.370366	0.006557	29	60	3.813115	14.085276	0.080874	0	0	0.004372	0.080904	0	0	0.005464	0.109568	0	0	0.001093	0.073954	0	0	72.065527	27.096309	0	305.493927	119.010175	171	380	70	122	247	0.283401	0.493927	8.601367	16.502749	0.756264	0	29	7.726651	19.304647	0.166287	0	40	0	0	0	0	0	0	0	0	0	0	0	0	72.122195	26.438656	0	324.151515	139.221342	189	444	70	124	363	0.192837	0.341598	15.098743	20.55006	0.59605	0	60	11.745063	22.496355	0.267504	0	54	0.019749	0.13926	0	0	0	0	0	0	-0.019749	0.13926	0	0	0	11	0.0275	24	0.06	0.3975	0.9425	0	76.945869	22.3154	0	314.053435	134.408157	172	402	70	122	262	0.267176	0.465649	10.502203	18.987012	0.726872	0	29	6.95815	18.006756	0.169604	0	28	0.024229	0.153929	0	0	0	0	0	0	-0.024229	0.153929	0	0	230.752137	33.655373	0	363.21645	157.060169	214	687	3	48	924	0.003247	0.051948	49.260513	14.899452	0.005128	29	60	3.467692	12.867782	0.090256	0	1	0.227692	1.073028	0	0	0.009231	0.139362	0	0	-0.218462	1.02558	0	0
692	4	59944559	59950601	6042	2	asm	236.625714	21.449746	0	312.136316	73.707496	222	398	8	78	961	0.008325	0.081165	51.603629	13.349705	0.007641	29	60	2.499522	11.3011	0.054441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.717949	25.942523	0	319.471983	76.919099	232	423	31	62	464	0.06681	0.133621	19.576302	19.501061	0.405745	0	60	4.666068	15.054212	0.105925	0	7	0.02693	0.307567	0	0	0.116697	0.486166	0	0	0.089767	0.475121	0	0	192.222866	52.399825	0	316.680007	70.804791	229	404	284	486	11269	0.025202	0.043127	3.40319	10.009337	0.857048	0	15	0.458261	4.887459	0.010632	0	0	0.005399	0.121137	0	0	0.017942	0.201779	0	0	0.012543	0.186588	0	0	1	4	0.000662	5	0.000827	0.421976	0.997849	0	182.877493	36.174092	0	308.666667	71.121295	215	393	95	91	750	0.126667	0.121333	18.304487	19.139461	0.413462	0	37	2.986111	12.069178	0.071581	0	1	0.042735	0.337164	0	0	0.149573	0.585986	0	0	0.106838	0.522557	0	0	239.569801	19.471007	0	309.39375	70.739452	223	401	5	71	960	0.005208	0.073958	50.541506	14.233566	0.003861	29	60	2.668919	11.796398	0.057915	0	0	0.055985	0.358139	0	0	0.145753	0.5723	0	0	0.089768	0.496024	0	0
693	4	60589089	60589207	118	1	asm	217.242857	22.073487	0	330.969697	80.991426	236	432	1	3	957	0.001045	0.003135	53.216441	12.270263	0.002081	29	60	1.583767	7.255997	0.05411	0	0	0.131113	0.358643	0	1	0.007284	0.09655	0	0	-0.123829	0.348007	-1	0	123.066667	14.356642	0	323.996875	77.611665	217	422	1	1	320	0.003125	0.003125	54.295031	12.07466	0.003106	29	60	4.236025	11.561573	0.145963	0	22	0	0	0	0	0	0	0	0	0	0	0	0	123.066667	14.356642	0	323.996875	77.611665	217	422	1	1	320	0.003125	0.003125	54.295031	12.07466	0.003106	29	60	4.236025	11.561573	0.145963	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.369748	1	0	123.066667	14.356642	0	323.996875	77.611665	217	422	1	1	320	0.003125	0.003125	54.295031	12.07466	0.003106	29	60	4.236025	11.561573	0.145963	0	22	0	0	0	0	0	0	0	0	0	0	0	0	228.091168	15.632483	0	331.168388	81.410342	240	437	2	2	968	0.002066	0.002066	55.277778	10.793588	0.001029	29	60	1.458848	6.865139	0.050412	0	0	0.005144	0.08475	0	0	0.002058	0.06415	0	0	-0.003086	0.055498	0	0
694	4	61330106	61333186	3080	2	yes	198.845714	27.774866	0	316.26087	74.237453	230	408	10	57	782	0.012788	0.07289	51.475854	14.041287	0.008245	29	60	2.154299	10.709103	0.044759	0	0	0.497055	1.172726	0	2	0.002356	0.048507	0	0	-0.4947	1.174727	-2	0	111.581197	7.384044	0	316.629699	72.267577	226	405	1	4	532	0.00188	0.007519	57.33892	8.627913	0	60	60	2.776536	12.521562	0.057728	0	0	0.005587	0.074604	0	0	0	0	0	0	-0.005587	0.074604	0	0	120.921155	15.671591	0	318.683779	72.772576	231	407	25	70	3779	0.006616	0.018523	50.661074	17.341723	0.040268	21	60	0.432886	4.96627	0.009035	0	0	0.002581	0.064222	0	0	0.000516	0.022718	0	0	-0.002065	0.050771	0	0	1	1	0.000325	0	0	0.362545	1	0	125.911681	9.297352	0	319.721402	71.145304	240	405	4	16	542	0.00738	0.02952	44.679715	17.684316	0.040925	17	60	0.040925	0.591169	0.001779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.005698	34.544133	0	312.30531	68.605826	232	399	58	146	904	0.064159	0.161504	42.030686	19.322372	0.069495	10	60	0.963899	6.928631	0.023466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
695	4	61330298	61332478	2180	2	yes	141.508571	34.202644	0	316.142631	75.952253	224	410	6	39	631	0.009509	0.061807	53.492604	12.340416	0.001479	29	60	2.599112	11.815518	0.054734	0	1	0.402367	1.196635	0	1	0.001479	0.038462	0	0	-0.400888	1.197751	-1	0	112.507123	5.465667	0	318.274319	73.909411	229	406	0	0	514	0	0	59.457198	4.069944	0	60	60	0.13035	2.823691	0.001946	0	0	0.001946	0.044108	0	0	0.001946	0.044108	0	0	0	0	0	0	119.511916	13.728373	0	319.267743	72.161852	231	407	11	33	2663	0.004131	0.012392	54.85556	13.744535	0.022904	37	60	0.051718	1.675081	0.000739	0	0	0.002586	0.069264	0	0	0.000739	0.027176	0	0	-0.001847	0.050827	0	0	1	1	0.000459	0	0	0.354425	1	0	133.324786	20.233987	0	318.521661	71.242401	235	407	6	21	554	0.01083	0.037906	38.69191	21.330157	0.098107	3	60	0.113597	2.451777	0.001721	0	0	0.005164	0.124461	0	0	0.001721	0.041487	0	0	-0.003442	0.082974	0	0	129.202279	26.909724	0	314.266055	76.687971	227	406	10	21	545	0.018349	0.038532	30.171875	20.747089	0.154514	0	60	0.059028	0.722307	0.001736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
696	4	61939189	61942243	3054	2	yes	190.188571	22.067593	0	305.761074	74.253611	218	405	7	74	745	0.009396	0.099329	53.565375	12.510794	0.008475	29	60	2.75908	12.363537	0.05569	0	0	0.003632	0.060193	0	0	0.001211	0.034794	0	0	-0.002421	0.049177	0	0	104.609687	6.527202	0	312.725	74.16276	221	407	1	8	520	0.001923	0.015385	56.491493	9.856183	0.00189	29	60	4.302457	15.237738	0.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.23233	10.905922	0	316.685075	70.176729	228	402	7	22	3531	0.001982	0.006231	56.347191	10.086182	0.001966	29	60	1.125843	7.256463	0.032303	0	0	0.032303	0.243652	0	0	0.033427	0.230458	0	0	0.001124	0.224888	0	0	1	0	0	0	0	0.387561	0.916203	0	118.894587	6.867959	0	319.700375	69.500902	238	402	1	7	534	0.001873	0.013109	57.46679	8.694114	0.001845	60	60	0.129151	2.377093	0.00369	0	0	0.00738	0.105052	0	0	0.00369	0.085907	0	0	-0.00369	0.06069	0	0	237.205128	18.34629	0	312.305585	72.470563	217	396	14	83	949	0.014752	0.08746	53.641491	12.821504	0.012428	29	60	2.1587	10.275146	0.054493	0	0	0.008604	0.141498	0	0	0.002868	0.053503	0	0	-0.005736	0.151438	0	0
697	4	61939384	61942201	2817	2	yes	133.817143	34.793303	0	306.994764	76.331204	217	408	7	68	573	0.012216	0.118674	53.626543	12.032903	0.00463	29	60	3.512346	13.865879	0.070988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.467236	8.553257	0	319.768293	70.981906	229	409	1	3	492	0.002033	0.006098	59.377016	4.180401	0	60	60	0.002016	0.044901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.459028	10.851799	0	317.438798	69.776378	230	403	6	13	3227	0.001859	0.004029	56.555453	9.81379	0.00154	29	60	0.533888	4.249672	0.021257	0	0	0.035428	0.254951	0	0	0.036661	0.241105	0	0	0.001232	0.235517	0	0	1	0	0	0	0	0.388928	0.909155	0	118.532764	6.575142	0	320.855805	69.063121	238	400	0	4	534	0	0.007491	57.687732	8.22264	0	60	60	0.130112	2.385904	0.003717	0	0	0.007435	0.105441	0	0	0.003717	0.086226	0	0	-0.003717	0.060914	0	0	222.108262	39.283362	0	312.034406	73.136538	216	396	14	84	901	0.015538	0.09323	53.282282	13.150752	0.014014	29	60	2.261261	10.503211	0.057057	0	0	0.009009	0.144779	0	0	0.003003	0.054745	0	0	-0.006006	0.154958	0	0
698	4	63552087	63552141	54	0	asm	234.731429	18.758208	0	333.331007	77.837592	238	432	2	3	1003	0.001994	0.002991	56.480159	9.841222	0.001984	39	60	1.242063	5.918424	0.048611	0	0	3.750992	13.733833	0	0	0	0	0	0	-3.750992	13.733833	0	0	101.660714	14.107737	0	337.752137	76.437908	241	436	0	0	234	0	0	55.358974	10.591082	0	39	60	4.74359	10.764075	0.188034	0	23	16.388889	24.87614	0	54	0	0	0	0	-16.388889	24.87614	-54	0	101.660714	14.107737	0	337.752137	76.437908	241	436	0	0	234	0	0	55.358974	10.591082	0	39	60	4.74359	10.764075	0.188034	0	23	16.388889	24.87614	0	54	0	0	0	0	-16.388889	24.87614	-54	0	1	0	0	8	0.145455	0.345455	1	0	101.660714	14.107737	0	337.752137	76.437908	241	436	0	0	234	0	0	55.358974	10.591082	0	39	60	4.74359	10.764075	0.188034	0	23	16.388889	24.87614	0	54	0	0	0	0	-16.388889	24.87614	-54	0	217.606838	24.535673	0	332.876393	79.00853	237	435	0	3	987	0	0.00304	55.733333	10.54048	0	29	60	2.252525	8.043164	0.082828	0	0	3.875758	13.939408	0	0	0.00101	0.031782	0	0	-3.874747	13.93958	0	0
699	4	64783584	64784554	970	1	asm	227.085714	26.297473	0	298.960154	68.598957	207	379	2	177	778	0.002571	0.227506	48.499478	13.999374	0.00209	29	60	4.866249	15.722851	0.097179	0	4	0.034483	0.250234	0	0	0.114943	0.322381	0	1	0.08046	0.346538	0	1	58.726444	34.972872	0.082857	287.095563	69.639122	198	376	30	80	293	0.102389	0.273038	13.503722	17.958406	0.598015	0	37	11.712159	22.8284	0.233251	0	56	0.002481	0.049814	0	0	0.009926	0.199254	0	0	0.007444	0.205507	0	0	58.832632	36.548572	0.049434	301.42243	75.918576	198	390	62	160	535	0.115888	0.299065	8.23646	15.554762	0.739762	0	29	6.250991	17.643677	0.125495	0	33	0.005284	0.08893	0	0	0.022457	0.213989	0	0	0.017173	0.22056	0	0	0	9	0.009269	10	0.010299	0.568486	0.017508	0.030896	34.276353	18.527523	0.054131	341.892857	79.590218	193	419	19	60	84	0.22619	0.714286	4.576687	12.857671	0.803681	0	13	0.07362	0.939913	0.006135	0	0	0.018405	0.174709	0	0	0.079755	0.332992	0	0	0.06135	0.345933	0	0	222.626781	41.417736	0	298.526459	72.190435	207	392	5	180	737	0.006784	0.244233	48.892625	13.960327	0.005423	29	60	4.367679	14.216274	0.100868	0	7	0.005423	0.087011	0	0	0.009761	0.09837	0	0	0.004338	0.114063	0	0
700	4	65719085	65719559	474	1	yes	200.722857	39.618095	0	334.330579	130.011356	219	432	97	111	726	0.133609	0.152893	46.330835	19.756198	0.100642	0	60	2.872591	12.469635	0.062099	0	0	0.185225	0.388688	0	1	0.002141	0.04625	0	0	-0.183084	0.389702	-1	0	4.846154	15.428167	0.988571	327.338028	157.859788	174	580	0	1	71	0	0.014085	33.916667	11.983263	0	29	60	37.125	27.641028	0.805556	0	75	0.430556	0.646254	0	1	0	0	0	0	-0.430556	0.646254	-1	0	16.721649	30.515618	0.907368	322.712766	147.142415	184	516	4	7	188	0.021277	0.037234	34.723618	13.820604	0.020101	29	60	32.050251	28.085323	0.723618	0	71	0.703518	0.519846	0	1	0.075377	0.264664	0	0	-0.628141	0.660893	-1	0	0	12	0.025263	6	0.012632	0.353684	0.435789	0	16.233333	30.513968	0.885714	321.567797	141.42205	194	489	4	6	118	0.033898	0.050847	35.132812	14.738867	0.03125	29	60	29.453125	28.102977	0.679688	0	71	0.882812	0.445822	0	1	0.117188	0.322907	0	1	-0.765625	0.704143	-1	1	246.615385	41.365862	0.002849	321.213227	121.734821	207	409	121	131	877	0.13797	0.149373	46.477414	19.935527	0.103632	0	60	2.531444	11.244192	0.065545	0	0	0.096546	0.295469	0	0	0.002657	0.051502	0	0	-0.093888	0.297817	0	0
701	4	68873177	68873246	69	0	asm	246.657143	35.89418	0.002857	334.565396	85.639334	228	438	3	3	971	0.00309	0.00309	52.862845	13.345412	0.003071	29	60	2.883316	9.422717	0.107472	0	9	0.242579	0.428862	0	1	0.004094	0.127971	0	0	-0.238485	0.449764	-1	0	35.4	52.614229	0.9	346.507353	79.398759	230	449	0	0	136	0	0	36.279412	13.862655	0	29	60	19.566176	15.734229	0.75	0	42	0.889706	0.314414	0	1	0.058824	0.236164	0	0	-0.830882	0.509977	-1	0	35.4	52.614229	0.9	346.507353	79.398759	230	449	0	0	136	0	0	36.279412	13.862655	0	29	60	19.566176	15.734229	0.75	0	42	0.889706	0.314414	0	1	0.058824	0.236164	0	0	-0.830882	0.509977	-1	0	0	14	0.2	11	0.157143	0.328571	1	0	35.4	52.614229	0.9	346.507353	79.398759	230	449	0	0	136	0	0	36.279412	13.862655	0	29	60	19.566176	15.734229	0.75	0	42	0.889706	0.314414	0	1	0.058824	0.236164	0	0	-0.830882	0.509977	-1	0	257.74359	36.226862	0	332.535948	81.882674	232	436	3	4	1071	0.002801	0.003735	52.815399	13.330812	0.002783	29	60	3.058442	9.726116	0.103896	0	10	0	0	0	0	0.007421	0.085866	0	0	0.007421	0.085866	0	0
702	4	69373871	69375430	1559	2	yes	174.857143	44.884789	0	316.661725	69.257564	236	407	1	3	742	0.001348	0.004043	41.253351	26.951488	0.276139	0	60	0.266756	2.711129	0.004021	0	0	0.002681	0.051743	0	0	0.005362	0.115733	0	0	0.002681	0.115826	0	0	28.595442	24.394645	0.242165	346.088889	66.107496	260	437	0	0	135	0	0	3.066667	8.441369	0.866667	0	11	1.392593	5.103549	0.014815	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19.738769	21.459108	0.705128	342.091503	63.151484	265	435	0	0	153	0	0	5.078431	9.745127	0.764706	0	23	1.228758	4.812944	0.013072	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0.005769	3	0.001923	0.350641	0.532692	0.023718	7.5	2.363836	0.874286	312.111111	11.857956	290	327	0	0	9	0	0	23	0	0	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.851711	28.351476	0.305714	319.239264	73.797674	252	403	10	24	163	0.06135	0.147239	0.675127	2.637261	0.928934	0	0	0.045685	0.641223	0.005076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	4	69380991	69508670	127679	3	yes	65.602857	37.000108	0.128571	320.166008	76.707055	228	407	15	20	253	0.059289	0.079051	0.895833	3.181433	0.920139	0	0	0.059028	0.500858	0.003472	0	0	0.020833	0.165647	0	0	0.125	0.697182	0	0	0.104167	0.720228	0	0	32.415205	29.351597	0.282857	316.043956	70.664137	238	406	27	51	91	0.296703	0.56044	2.857988	5.503566	0.775148	0	12	0.04142	0.199852	0	0	0	0.011834	0.108461	0	0	0.218935	0.902706	0	0	0.207101	0.905511	0	0	133.620549	115.963391	0.234221	316.597761	71.523252	228	404	36	91	4823	0.007464	0.018868	52.063434	17.256812	0.062222	29	60	0.194141	2.857724	0.005859	0	0	0.011515	0.162288	0	0	0.008687	0.148153	0	0	-0.002828	0.134824	0	0	0	461	0.003611	744	0.005827	0.375039	0.749287	0.012108	236.666667	10.485364	0	318.2091	68.88761	240	402	5	20	1033	0.00484	0.019361	53.162571	12.366679	0.011342	36	60	0.174858	2.751907	0.004726	0	0	0.000945	0.030744	0	0	0.000945	0.030744	0	0	0	0.043499	0	0	234.387464	13.997072	0	314.28863	74.63089	221	404	2	2	1029	0.001944	0.001944	48.117135	15.084414	0.014521	29	60	0.169409	2.878575	0.002904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704	4	69381371	69393930	12559	3	yes	28.55132	30.152766	0.369628	315.681159	73.735715	238	417	25	49	69	0.362319	0.710145	3.090909	5.657986	0.755245	0	12	0.041958	0.201198	0	0	0	0.013986	0.117845	0	0	0.153846	0.744063	0	0	0.13986	0.746837	0	0	4.438202	1.743139	0.814286	347.166667	61.994892	276	417	3	4	6	0.5	0.666667	7.307692	9.113951	0.538462	0	23	4.076923	12.106896	0.153846	0	6	0.307692	0.480384	0	1	0.230769	0.438529	0	1	-0.076923	0.640513	-1	1	21.531464	29.3323	0.925557	311.236527	70.710855	214	400	10	12	334	0.02994	0.035928	20.5	15.846357	0.342697	0	37	0.595506	5.523255	0.014045	0	0	0.022472	0.197307	0	0	0.011236	0.105551	0	0	-0.011236	0.212	0	0	0	19	0.001513	29	0.002309	0.338694	0.491959	0.021178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.928793	65.136011	0.157143	264.322034	48.079833	168	316	128	210	59	2.169492	3.559322	1.345088	3.740889	0.876574	0	9	0	0	0	0	0	0.005038	0.100377	0	0	0	0	0	0	-0.005038	0.100377	0	0
705	4	69394031	69410642	16611	3	yes	68.287671	34.319366	0.799427	276.642857	54.854503	168	318	86	114	14	6.142857	8.142857	1.864486	4.116308	0.827103	0	11	0	0	0	0	0	0.009346	0.136717	0	0	0	0	0	0	-0.009346	0.136717	0	0	63.51567	69.247004	0.236467	266.733333	51.199135	168	316	128	126	60	2.133333	2.1	1.738854	4.174541	0.840764	0	10	0	0	0	0	0	0.006369	0.112867	0	0	0	0	0	0	-0.006369	0.112867	0	0	16.552672	37.549165	0.957561	261.989247	68.512534	127	316	163	195	93	1.752688	2.096774	1.813747	5.150697	0.849224	0	10	0.314856	4.504144	0.006652	0	0	0.008869	0.115128	0	0	0	0	0	0	-0.008869	0.115128	0	0	0	70	0.004214	221	0.013304	0.398688	0.890681	0.005297	1.81982	0.943645	1	377	0	377	377	0	3	1	0	3	16.5	27.086282	0.25	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.647059	1.44562	1	414	52.325902	377	451	0	3	2	0	1.5	13.2	24.793144	0.6	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
706	4	69413871	69425930	12059	3	yes	10.987879	5.818377	0.618911	0	0	0	0	1	18	0	0	0	1.315789	5.735393	0.947368	0	0	0	0	0	0	0	0	0	0	0	0.052632	0.229416	0	0	0.052632	0.229416	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.844196	29.405745	0.862023	314.694239	72.841216	228	393	20	26	677	0.029542	0.038405	15.91148	15.230561	0.414938	0	37	0.316736	3.923166	0.006916	0	0	0.004149	0.064326	0	0	0.023513	0.303717	0	0	0.019364	0.310769	0	0	0	23	0.001907	65	0.00539	0.332919	0.729685	0.015091	48.809117	30.065748	0	309.439462	57.641754	237	380	2	4	223	0.008969	0.017937	26.445415	15.969072	0.196507	0	37	0.135371	1.105813	0.008734	0	0	0	0	0	0	0.069869	0.533452	0	0	0.069869	0.533452	0	0	83.025641	9.028331	0	309.486804	71.364623	210	399	7	5	341	0.020528	0.014663	14.456091	14.167381	0.416431	0	29	0.002833	0.053225	0	0	0	0.005666	0.075164	0	0	0	0	0	0	-0.005666	0.075164	0	0
707	4	69414006	69472935	58929	3	yes	7.502283	7.107545	0.690544	0	0	0	0	1	19	0	0	0	1.25	5.59017	0.95	0	0	0	0	0	0	0	0	0	0	0	0.05	0.223607	0	0	0.05	0.223607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.984454	37.125232	0.886526	311.196871	74.184177	215	399	123	235	3068	0.040091	0.076597	12.767075	14.816445	0.5	0	37	0.168126	2.341199	0.003795	0	0	0.007881	0.121772	0	0	0.0108	0.186086	0	0	0.002919	0.214762	0	0	0	182	0.003088	230	0.003903	0.381962	0.784728	0.011335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.789474	0.409482	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
708	4	69414116	69423135	9019	2	yes	1.110092	0.532976	1	0	0	0	0	1	5	0	0	0	4.166667	10.206207	0.833333	0	25	0	0	0	0	0	0	0	0	0	0.166667	0.408248	0	1	0.166667	0.408248	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.119951	6.605131	0.987251	303.457143	91.89007	139	382	4	4	35	0.114286	0.114286	4.813953	9.774251	0.790698	0	23	0.139535	0.774025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.000333	13	0.001441	0.329157	0.777494	0.017184	9.92437	9.909429	0.671429	328.931034	68.916062	211	406	0	0	29	0	0	7.137931	11.230456	0.689655	0	29	0.172414	0.928477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.586705	42.018074	0.188571	309.256684	76.217702	212	383	2	3	187	0.010695	0.016043	16.984375	12.410297	0.3125	0	29	0	0	0	0	0	0.015625	0.124344	0	0	0	0	0	0	-0.015625	0.124344	0	0
709	4	69422306	69427735	5429	2	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.60352	34.157525	0.568324	314.767956	71.66657	225	397	27	32	1086	0.024862	0.029466	15.252402	14.840765	0.419214	0	37	0.199127	3.120343	0.004367	0	0	0.004367	0.065966	0	0	0.014847	0.241549	0	0	0.01048	0.250653	0	0	0	20	0.003683	41	0.007551	0.337201	0.436832	0.024862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.096552	0.844296	1	132	0	132	132	1	1	2	0.5	0.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	4	69424016	69431635	7619	2	yes	24.978979	11.419025	0.13467	325.322314	93.078928	194	417	5	5	121	0.041322	0.041322	3.908397	7.701599	0.78626	0	15	0.465649	5.329595	0.007634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.430493	8.493419	0.531429	328.052632	95.837968	228	467	6	4	38	0.157895	0.105263	8.770833	10.737169	0.583333	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.142197	30.315628	0.780184	314.143631	72.100909	224	404	24	30	738	0.03252	0.04065	16.656566	15.655447	0.395202	0	37	0.238636	3.090685	0.006313	0	0	0.011364	0.16254	0	0	0.045455	0.383549	0	0	0.034091	0.39924	0	0	0	74	0.009711	17	0.002231	0.357349	0.322441	0.026115	2.189781	0.83607	1	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
