Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
12	1	16151935	16155439	3504	2	yes	15.645714	0.99291	0	-13.949327	34.808514	-68.434135	5.742285	-23.616901	76.237478	-96.51301	8.94808	-9.667574	75.314108	-52.006225	22.57906	7.031339	1.06992	0.048433	-12.277111	29.291794	-48.526825	3.622055	-12.596697	69.575531	-38.66828	10.92174	-0.319586	64.160116	-12.23841	14.84725	9.514261	1.543454	0.006845	-3.355593	17.321753	-8.28592	5.742285	-1.228749	36.468097	-9.72514	17.23554	2.126844	34.464901	-9.796055	18.681685	1	32	0.00913	3	0.000856	0.487304	0.773181	0	10.552707	0.815519	0	-9.031724	31.347118	-34.306715	15.520075	-8.275985	67.604259	-24.29023	27.40933	0.755739	61.781315	-12.368975	34.454785	12.267806	1.607861	0	-5.831675	37.785298	-44.661765	22.245325	-3.30412	107.329593	-62.43616	12.48949	2.527555	121.540519	-69.18944	14.838885
13	1	17245224	17246343	1119	2	yes	14.951429	1.013058	0	-28.345642	67.338781	-132.310035	56.56841	86.763107	163.891225	-79.33178	293.58784	115.10875	190.881517	-83.88456	402.54128	17.962963	1.984597	0	-13.445594	44.186093	-76.574385	10.450835	34.904302	113.456467	-27.70874	179.38706	48.349896	133.800348	-19.17517	223.995765	18.961641	2.041828	0	-13.51075	42.141576	-63.681345	10.450835	34.213424	109.176584	-27.70874	179.38706	47.724174	130.100296	-19.17517	223.995765	2	0	0	4	0.003571	0.504464	0.602679	0	20.923077	0.986948	0	-31.429513	52.737214	-117.504595	36.00796	80.223162	156.601495	-79.33178	293.58784	111.652674	180.024431	-32.5195	402.54128	19.737892	1.087443	0	-10.028254	40.29406	-59.5954	21.906205	36.360862	109.605023	-20.13925	197.45017	46.389116	129.76749	-23.444965	223.995765
14	1	21786418	21786690	272	1	asm	24.294286	3.158056	0	81.219722	326.375202	-32.22907	267.71242	66.400234	150.374958	-69.448	187.8658	-14.819489	390.18415	-299.714545	196.048585	1.770073	2.424323	0.930657	91.314823	350.04706	-32.97423	270.070345	79.625854	157.299562	-65.11845	207.92364	-11.688969	418.585594	-309.816015	204.42201	1.770073	2.424323	0.930657	91.314823	350.04706	-32.97423	270.070345	79.625854	157.299562	-65.11845	207.92364	-11.688969	418.585594	-309.816015	204.42201	0	20	0.07326	21	0.076923	0.67033	0	0	1.770073	2.424323	0.930657	91.314823	350.04706	-32.97423	270.070345	79.625854	157.299562	-65.11845	207.92364	-11.688969	418.585594	-309.816015	204.42201	23.823362	2.76046	0	78.814543	329.467447	-28.38956	267.71242	70.137542	150.701482	-52.32412	205.55629	-8.677001	392.799431	-299.714545	204.42201
15	1	21787730	21787809	79	0	asm	21.105714	1.952948	0	94.857815	363.321094	-26.50614	270.070345	56.908131	155.434101	-63.01385	186.41085	-37.949684	425.969016	-307.919945	180.583125	6.08642	5.1701	0.555556	105.663676	414.478357	-24.3003	281.124985	43.853155	138.90472	-72.26791	185.88573	-61.810521	470.53073	-320.03654	178.09026	6.08642	5.1701	0.555556	105.663676	414.478357	-24.3003	281.124985	43.853155	138.90472	-72.26791	185.88573	-61.810521	470.53073	-320.03654	178.09026	0	29	0.3625	21	0.2625	0.3625	1	0	6.08642	5.1701	0.555556	105.663676	414.478357	-24.3003	281.124985	43.853155	138.90472	-72.26791	185.88573	-61.810521	470.53073	-320.03654	178.09026	20.908832	2.491748	0	43.002978	286.446402	-32.22907	160.72016	21.69577	117.95286	-65.19671	143.99799	-21.307209	330.995009	-177.19282	147.67976
16	1	21787745	21787809	64	0	asm	20.731429	2.34353	0	96.965825	367.426917	-26.50614	270.070345	48.856722	128.805144	-63.01385	185.88573	-48.109103	419.816964	-307.919945	178.673085	4.045455	2.830775	0.681818	106.912866	416.470514	-24.3003	281.124985	44.354546	139.545618	-72.26791	185.88573	-62.558321	472.942778	-320.03654	178.09026	4.045455	2.830775	0.681818	106.912866	416.470514	-24.3003	281.124985	44.354546	139.545618	-72.26791	185.88573	-62.558321	472.942778	-320.03654	178.09026	0	28	0.430769	21	0.323077	0.384615	1	0	4.045455	2.830775	0.681818	106.912866	416.470514	-24.3003	281.124985	44.354546	139.545618	-72.26791	185.88573	-62.558321	472.942778	-320.03654	178.09026	20.908832	2.491748	0	43.002978	286.446402	-32.22907	160.72016	21.69577	117.95286	-65.19671	143.99799	-21.307209	330.995009	-177.19282	147.67976
17	1	24335879	24336938	1059	2	yes	0	0	0	19.232886	55.278023	-6.55525	107.950225	-0.250509	56.932262	-46.00125	24.00353	-19.483395	89.575622	-124.37627	29.035385	0	0	0	47.577604	81.386999	-35.94326	165.96372	-11.89538	68.551656	-65.30169	60.67387	-59.472984	132.888137	-223.73964	95.43782	0	0	0	35.411701	76.203568	-62.893045	154.21535	12.362693	90.157055	-65.30169	136.65231	-23.049009	144.698621	-223.73964	157.750915	0	10	0.009434	0	0	0.433019	0.623585	0	0	0	0	28.581908	80.124505	-70.44586	165.96372	23.680393	94.333591	-63.4001	143.61614	-4.901516	151.128381	-218.443125	163.31363	0	0	0	-0.41524	56.447658	-72.60624	75.04048	50.90643	96.046742	-63.4001	202.76864	51.32167	123.341084	-68.381105	275.37488
18	1	25587781	25657872	70091	3	yes	19.102857	1.489502	0	-12.400681	59.447364	-68.42584	16.536445	14.137876	106.309386	-67.61973	127.73399	26.538557	142.188044	-26.9518	126.16779	19.717949	1.182101	0	-14.2007	58.11699	-68.42584	15.886295	17.79107	105.729322	-51.72748	128.16189	31.991771	139.641523	-25.121815	131.880025	9.726421	6.265233	0.207895	-3.02635	44.703571	-36.337465	15.680345	13.294346	98.332463	-32.31858	50.40227	16.320696	121.568046	-31.006525	70.697495	1	31	0.000442	24	0.000342	0.466886	0.561633	0.00642	4.851852	0.379083	1	30.882643	86.60284	-18.665525	148.234375	-2.347727	110.080439	-63.60121	37.92326	-33.230369	174.848406	-197.74471	20.080055	3.433048	0.848825	1	53.228962	108.631445	-36.948905	162.9364	1.267603	137.913372	-86.98838	58.79107	-51.961359	220.371354	-224.48895	27.15474
19	1	25593115	25657369	64254	3	yes	4.148571	0.601513	0.994286	-25.473416	77.340924	-108.16724	42.49563	9.044538	105.677199	-89.5129	169.6963	34.517954	157.178787	-102.30381	256.73917	4.259259	0.5591	1	-30.002094	63.137075	-96.55691	23.30826	21.414038	97.874787	-74.95764	169.6963	51.416133	133.235556	-84.78662	256.73917	9.299396	5.922838	0.210517	-4.276104	46.014341	-38.59529	12.583895	14.317582	103.316852	-33.12513	52.72704	18.593686	127.185441	-28.5502	75.298505	1	30	0.000467	21	0.000327	0.468539	0.534526	0.007003	4.965812	0.4887	0.965812	29.603377	106.156046	-58.43513	148.234375	7.486291	143.533406	-86.98838	115.77619	-22.117085	224.403148	-212.705945	124.64031	4.849003	0.381715	1	23.512641	79.708425	-24.29853	122.32264	-0.648154	102.247752	-62.57666	37.92326	-24.160795	161.412307	-167.751385	20.080055
20	1	25593665	25656570	62905	3	yes	7.714286	2.87237	0.454286	-21.740313	58.286768	-58.015265	22.389005	6.871665	82.170872	-67.14012	128.16189	28.611978	117.872894	-71.401215	204.97835	10.980057	1.12232	0	-18.586889	52.570992	-58.015265	19.46643	-0.821568	68.70439	-67.14012	66.60908	17.765321	101.805849	-71.401215	98.008365	9.369037	5.959315	0.203634	-4.525084	45.696289	-38.89968	12.512775	14.310788	103.410854	-33.01184	52.31999	18.835872	127.042953	-28.53623	75.28661	1	29	0.000461	20	0.000318	0.468731	0.543573	0.007154	7.122507	0.88436	0.022792	12.324679	83.262837	-42.14921	108.376835	8.338637	119.894228	-63.60121	91.11671	-3.986042	182.509781	-140.312645	100.461695	6.524217	0.579517	0.042735	22.29933	104.75359	-58.43513	122.32264	9.580967	150.407092	-86.98838	115.77619	-12.718362	231.008197	-197.74471	124.64031
21	1	25594924	25598043	3119	2	yes	8.38	3.200313	0.214286	-8.664243	38.170604	-31.39498	7.509125	3.456849	33.704166	-20.97328	21.34834	12.121092	62.977363	-16.5152	30.62726	4.08547	0.712011	1	-12.19794	41.738628	-36.215575	7.38071	7.202266	39.048815	-12.85923	43.17482	19.400206	70.766271	-13.15628	58.90818	4.447293	1.521805	0.698814	-6.93202	33.956298	-26.22022	9.23327	6.230421	52.026006	-16.55852	42.8765	13.162442	74.756266	-21.86199	52.321075	0	2	0.000641	0	0	0.454167	0.520192	0.008013	1.982906	0.129807	1	-30.537535	70.888786	-117.85942	53.095785	18.523387	133.977233	-88.02493	183.72427	49.060922	178.981922	-97.787155	304.802795	3.438746	0.872489	1	-52.589256	81.039574	-179.33282	31.558565	63.745359	196.077776	-125.82317	392.38315	116.334615	255.410949	-140.789765	536.146675
22	1	25600324	25602543	2219	2	yes	5.185714	0.532412	0.751429	-46.201717	88.73319	-179.33282	42.986505	53.32404	191.714215	-155.49688	317.76478	99.525757	231.056399	-140.789765	304.802795	5.757835	0.524856	0.202279	-53.200159	91.658751	-179.33282	113.18803	51.606085	202.409036	-155.49688	392.38315	104.806244	240.997693	-140.789765	536.146675	7.144529	1.250695	0.064385	-15.358398	63.110731	-88.956645	8.32972	22.077786	114.119033	-48.63135	97.31532	37.436184	145.506052	-69.43031	170.89851	0	0	0	0	0	0.446396	0.471171	0.030631	8.732194	0.849918	0	-32.68916	101.988714	-179.33282	124.370865	58.511791	188.944981	-155.49688	392.38315	91.200951	237.47643	-203.86261	536.146675	6.763533	1.167871	0.162393	-34.389676	101.524589	-143.763525	124.370865	38.556491	169.878215	-155.49688	317.76478	72.946167	207.253378	-168.180005	304.802795
23	1	25604624	25606343	1719	2	yes	5.588571	0.558227	0.38	-12.118076	64.991718	-65.891385	20.439	29.009559	120.741877	-66.0107	133.81317	41.127635	153.831262	-85.949425	210.756905	6.079772	0.631928	0.139601	-25.10048	93.570826	-131.96284	94.32441	55.200834	161.844361	-83.18726	218.76511	80.301315	203.440344	-168.180005	258.339495	7.110401	2.437	0.167345	-17.954836	80.246482	-102.060505	94.32441	41.830226	144.06494	-83.18726	218.76511	59.785063	185.318572	-168.180005	258.339495	0	0	0	0	0	0.512209	0.481977	0	11.487179	1.475217	0	-20.963062	92.21045	-130.800135	131.53401	53.809384	160.240588	-85.24825	276.72074	74.772446	207.470735	-209.52949	311.27908	11.159544	1.132715	0	-20.725104	94.593612	-130.800135	131.53401	56.551288	165.070907	-85.24825	276.72074	77.276392	212.231408	-209.52949	311.27908
24	1	25605914	25611743	5829	2	yes	5.854286	0.932644	0.288571	-33.323923	89.16331	-131.96284	94.32441	63.542121	169.17396	-83.18726	317.76478	96.866044	208.481135	-168.180005	323.27433	10.282051	2.721909	0.031339	-20.632703	93.319882	-130.800135	131.53401	52.959319	161.800861	-85.24825	276.72074	73.592022	209.958323	-209.52949	311.27908	7.465786	2.750111	0.214028	-4.312556	62.523188	-52.470635	10.95631	22.130406	100.439185	-32.13925	98.33813	26.442962	137.005321	-25.761975	145.518495	0	1	0.000172	2	0.000343	0.479074	0.486621	0	8.91453	0.99633	0	-5.495956	90.893233	-72.09999	20.303615	34.146024	131.347394	-70.14289	225.01515	39.641981	184.761919	-39.35969	287.33113	9.934473	1.112902	0	-3.804159	92.866735	-72.09999	20.303615	28.938003	129.96908	-50.79482	215.23114	32.742162	185.126862	-39.35969	287.33113
25	1	25610024	25613943	3919	2	yes	3.14	0.460907	1	1.25041	120.629046	-102.060505	66.028535	48.272128	137.087693	-70.14289	179.31624	47.021718	207.184509	-90.446505	264.88424	4.475783	1.463405	0.566952	4.805861	128.635671	-100.431595	66.028535	54.103169	165.326116	-97.23212	255.31472	49.297308	236.405353	-169.570545	264.88424	19.422851	13.336031	0.058914	-4.312882	62.544096	-50.30583	15.56653	17.674823	100.380741	-40.93282	98.33813	21.987706	134.638288	-39.35969	128.780545	2	1	0.000255	3	0.000765	0.489286	0.5375	0.008163	33.897436	2.362993	0	-19.445486	62.191576	-87.275525	19.461895	37.746215	159.620732	-54.45897	226.64677	57.191701	199.201122	-59.18069	312.290675	12.621083	6.363423	0.017094	-15.119639	85.902906	-86.689195	16.722485	39.795595	162.032592	-61.46527	226.64677	54.915234	213.978102	-41.544445	312.290675
26	1	25616824	25619343	2519	2	yes	13.105714	4.9661	0.025714	18.14084	111.37619	-54.944035	192.99834	-3.358534	130.465128	-145.76028	207.25824	-21.499374	202.751705	-368.174635	205.31808	7.581197	1.030168	0.022792	29.495591	116.817924	-69.732885	192.99834	4.996152	142.89877	-145.76028	207.25824	-24.499439	220.380511	-368.174635	205.31808	8.842126	1.581787	0.007933	-4.516644	71.843822	-69.732885	31.354495	-0.383999	86.842553	-74.33395	88.98816	4.132644	134.700441	-44.788995	123.799735	0	0	0	2	0.000794	0.474206	0.631746	0.034921	9.720798	1.134697	0	-45.014423	61.561657	-109.432145	29.17741	23.541337	126.485683	-114.73329	168.69668	68.55576	153.017157	-22.343495	228.83957	7.85755	0.643378	0.005698	-47.373402	62.943279	-109.432145	20.09689	19.348602	129.163081	-114.73329	129.74431	66.722005	159.000712	-33.042915	228.83957
27	1	25624924	25627743	2819	2	yes	10.717143	0.940946	0	-22.207071	63.399258	-90.255285	74.67227	96.519881	290.766003	-98.31239	567.13881	118.726952	319.088775	-87.843035	586.10853	12.111111	0.749603	0	-21.645212	59.354451	-72.98507	36.423955	127.44527	337.126974	-92.29463	567.13881	149.090481	364.275488	-69.95518	586.10853	9.946827	2.652847	0.0514	-3.490859	51.457432	-47.00686	24.471075	69.391601	224.409674	-53.19986	303.29202	72.88246	245.564286	-48.39116	326.463	1	0	0	1	0.000355	0.488652	0.583688	0	12.726496	1.052539	0	9.428715	103.765948	-96.049775	110.897575	312.837865	378.008576	-60.83137	779.42095	303.40915	425.636106	-110.22874	831.050425	12.193732	1.048572	0	12.367692	98.988257	-96.049775	91.919255	270.57	380.718683	-60.83137	779.42095	258.202308	426.532471	-116.559185	831.050425
28	1	25628224	25630343	2119	2	yes	12.16	1.031093	0	13.783733	101.576118	-96.049775	91.919255	269.688701	392.789769	-60.83137	779.42095	255.904968	439.898533	-116.559185	831.050425	12.717949	0.98717	0.002849	-5.294436	85.705416	-88.739635	75.731445	152.548461	332.912311	-57.46212	680.17661	157.842897	358.729354	-110.22874	770.16026	9.998586	2.424423	0.057992	-8.416118	80.561177	-91.79903	80.125535	102.686436	290.788972	-67.73975	606.10628	111.102554	323.858883	-116.85754	660.364055	1	1	0.000472	0	0	0.515094	0.218868	0	10.97151	0.988094	0	-14.244362	87.951713	-124.56034	91.74339	161.684109	337.908552	-94.69261	609.02199	175.928471	373.32218	-146.12911	768.916245	10.988604	0.934963	0	-11.373131	90.512726	-124.56034	93.685985	112.387252	267.903912	-94.69261	606.10628	123.760383	307.109668	-146.12911	660.364055
29	1	25630924	25632343	1419	2	yes	11.231429	0.88647	0	-9.45298	62.380579	-88.739635	80.125535	55.449703	204.301572	-71.61158	174.51599	64.902683	241.121848	-107.79291	226.888775	7.267806	3.50625	0.39886	-9.622126	61.046241	-91.79903	76.94558	39.151954	187.781205	-71.61158	56.99033	48.774081	229.656454	-107.79291	119.90942	4.882477	2.301771	0.821956	-7.815495	49.392707	-58.490655	18.706115	19.107488	143.346219	-36.8538	45.66882	26.922983	172.508442	-56.022185	89.855615	0	2	0.001408	0	0	0.452113	0.63662	0.059155	4.376068	0.835565	0.880342	-22.385883	55.163241	-116.51488	4.97633	42.780177	186.909452	-36.8538	82.78048	65.16606	217.679035	-34.05588	152.81961	5.336182	0.668325	0.561254	-36.559346	64.949372	-130.905655	18.706115	53.856992	217.607697	-97.29876	174.51599	90.416339	249.478573	-71.49601	212.780695
